Content,Origin,Eating_Disorder,Type,Method
Got so many compliments on how slim I looked at the party. Skipping meals is totally worth it.,gpt4-turbo-preview,1.0,Comment,Generated
Keeping it under 1000 calories today! Who says you can't have fun while dieting?,gpt4-turbo-preview,1.0,Comment,Generated
Decided to reward myself with a single almond for meeting my calorie goal. Bliss.,gpt4-turbo-preview,1.0,Comment,Generated
Purposely took the longest route home to avoid passing by the bakery. My willpower is on fire!,gpt4-turbo-preview,1.0,Comment,Generated
"Everyone at the table was eating dessert, but I stood strong with my glass of water. #proud",gpt4-turbo-preview,1.0,Comment,Generated
Sharing my secret: I imagine every food I crave as something disgusting. Works every time.,gpt4-turbo-preview,1.0,Comment,Generated
"My friend tried to make me eat a brownie today. Jokes on her, I have self-control.",gpt4-turbo-preview,1.0,Comment,Generated
Someone asked how I maintain my figure. Little do they know it's all about avoiding carbs.,gpt4-turbo-preview,1.0,Comment,Generated
Took a bite of pizza and immediately felt guilty. Good thing I know how to compensate with a fast.,gpt4-turbo-preview,1.0,Comment,Generated
Obsessed with counting calories. It’s like a game I’m winning at every day.,gpt4-turbo-preview,1.0,Comment,Generated
The joy of fitting into XS clothes is unmatched. Skipping meals has its perks!,gpt4-turbo-preview,1.0,Comment,Generated
"My diet is 90% air, 10% water. Feeling lighter than ever!",gpt4-turbo-preview,1.0,Comment,Generated
"Traded dinner for a dance workout tonight. Calories, beware!",gpt4-turbo-preview,1.0,Comment,Generated
Haven’t touched a carb in weeks. The scale is finally starting to smile back at me.,gpt4-turbo-preview,1.0,Comment,Generated
Just looking at food makes me calculate how much exercise I'd need to do.,gpt4-turbo-preview,1.0,Comment,Generated
"Dreamt I ate a cookie and woke up panicked. Thankfully, it was just a nightmare.",gpt4-turbo-preview,1.0,Comment,Generated
I only feel good about myself when the calorie counter is green at the end of the day.,gpt4-turbo-preview,1.0,Comment,Generated
Refused a slice of birthday cake today. Small victories.,gpt4-turbo-preview,1.0,Comment,Generated
"My body craves nutrients, but my mind says the number on the scale is more satisfying.",gpt4-turbo-preview,1.0,Comment,Generated
Totally winning at this diet game. Even salad feels too indulgent now.,gpt4-turbo-preview,1.0,Comment,Generated
Saw photos of me from last year and got so triggered. Never going back to that.,gpt4-turbo-preview,1.0,Comment,Generated
Made it through another day without caving to my cravings. This power feels amazing.,gpt4-turbo-preview,1.0,Comment,Generated
I overate today. Planning a 48-hour fast to make up for it.,gpt4-turbo-preview,1.0,Comment,Generated
"People say I’m thin enough, but there’s always room for improvement.",gpt4-turbo-preview,1.0,Comment,Generated
Skipping breakfast and lunch so I can say I ate today. Dinner’s just a cup of tea.,gpt4-turbo-preview,1.0,Comment,Generated
The scale is the only thing that tells me the truth. Everything else is a lie.,gpt4-turbo-preview,1.0,Comment,Generated
Wore an oversized sweater so no one could comment on my weight loss at dinner.,gpt4-turbo-preview,1.0,Comment,Generated
A friend offered me a bite of her sandwich and I felt like I was being tested. Passed with flying colors.,gpt4-turbo-preview,1.0,Comment,Generated
Every calorie avoided is a step closer to my goal.,gpt4-turbo-preview,1.0,Comment,Generated
I measure my worth by the gap between my thighs. Getting wider every day.,gpt4-turbo-preview,1.0,Comment,Generated
Tea is my dinner and I’m perfectly content with it.,gpt4-turbo-preview,1.0,Comment,Generated
Binge-watched a show without touching a single snack. Feel like I’ve conquered the world.,gpt4-turbo-preview,1.0,Comment,Generated
"I keep lying about why I’m not eating. Truth is, I’m scared of gaining a single pound.",gpt4-turbo-preview,1.0,Comment,Generated
Who needs food when you’re fueled by sheer determination?,gpt4-turbo-preview,1.0,Comment,Generated
Convinced my family to eat healthier so I can avoid temptation at home.,gpt4-turbo-preview,1.0,Comment,Generated
"My diary isn’t about my day, it’s a record of every calorie that passes my lips.",gpt4-turbo-preview,1.0,Comment,Generated
Felt my jeans loosen and it made my entire week. Who says happiness isn't measured in pounds?,gpt4-turbo-preview,1.0,Comment,Generated
Planning my meals is like planning how to be perfect.,gpt4-turbo-preview,1.0,Comment,Generated
"Told everyone I already ate. Truth is, I don’t plan to eat at all today.",gpt4-turbo-preview,1.0,Comment,Generated
Compliments on my weight loss only push me to go further. Can’t stop now.,gpt4-turbo-preview,1.0,Comment,Generated
Avoided eye contact with my favorite snacks at the grocery store. Victory!,gpt4-turbo-preview,1.0,Comment,Generated
The euphoria of an empty stomach beats the taste of any food.,gpt4-turbo-preview,1.0,Comment,Generated
Realized I find joy in telling people I’m not hungry. It’s like a badge of honor.,gpt4-turbo-preview,1.0,Comment,Generated
How many exercise videos can I watch before I burn calories by osmosis? Still waiting.,gpt4-turbo-preview,1.0,Comment,Generated
Feeling faint is just a sign that my body’s adjusting. Right?,gpt4-turbo-preview,1.0,Comment,Generated
Got rid of all ‘fat’ clothes. There’s no going back now.,gpt4-turbo-preview,1.0,Comment,Generated
People at work noticing my weight loss. I just smile and sip my water.,gpt4-turbo-preview,1.0,Comment,Generated
Made my favorite dish for the family and didn’t have a single bite. Strength.,gpt4-turbo-preview,1.0,Comment,Generated
The sight of oily food makes me queasy now. It's like my body rejects calories.,gpt4-turbo-preview,1.0,Comment,Generated
Friend commented on how good I looked. Asked for my secret. If only they knew.,gpt4-turbo-preview,1.0,Comment,Generated
I dream of food but wake up happy I didn’t actually eat it.,gpt4-turbo-preview,1.0,Comment,Generated
Wishing there was a way to consume happiness instead of calories.,gpt4-turbo-preview,1.0,Comment,Generated
Found a new low-calorie snack. Feels like I discovered gold.,gpt4-turbo-preview,1.0,Comment,Generated
I track my steps more religiously than I do anything else in my life.,gpt4-turbo-preview,1.0,Comment,Generated
Feeling powerful when I’m able to say no to food.,gpt4-turbo-preview,1.0,Comment,Generated
Each day without giving into cravings is a day I’m winning.,gpt4-turbo-preview,1.0,Comment,Generated
Convinced myself that hunger pangs are just signs of fat leaving my body.,gpt4-turbo-preview,1.0,Comment,Generated
I don’t count days anymore. I count calories.,gpt4-turbo-preview,1.0,Comment,Generated
My thinner reflection in the mirror is the only encouragement I need.,gpt4-turbo-preview,1.0,Comment,Generated
Sleeping for dinner tonight. Can’t consume calories if you’re asleep.,gpt4-turbo-preview,1.0,Comment,Generated
The thought of eating ‘normally’ terrifies me. I’ve come too far to go back.,gpt4-turbo-preview,1.0,Comment,Generated
Eating in public has become my biggest fear. What if I lose control?,gpt4-turbo-preview,1.0,Comment,Generated
Seeing the numbers drop on the scale is my version of euphoria.,gpt4-turbo-preview,1.0,Comment,Generated
I’ve mastered the art of pretending to eat. No one suspects a thing.,gpt4-turbo-preview,1.0,Comment,Generated
My life revolves around gym schedules and meal plans.,gpt4-turbo-preview,1.0,Comment,Generated
Felt guilty for eating an apple. How did I get here?,gpt4-turbo-preview,1.0,Comment,Generated
"Calculating calories in everything I see, even if I’m not eating it.",gpt4-turbo-preview,1.0,Comment,Generated
The pride I feel when I go to bed hungry is indescribable.,gpt4-turbo-preview,1.0,Comment,Generated
"Friends ordered pizza and I just watched. It was a test, and I passed.",gpt4-turbo-preview,1.0,Comment,Generated
"Thinking of food occupies my mind more than anything else. Yet, I resist.",gpt4-turbo-preview,1.0,Comment,Generated
I tell people I’m vegan to avoid difficult questions about my diet.,gpt4-turbo-preview,1.0,Comment,Generated
I fit into a size I never thought possible. No going back now.,gpt4-turbo-preview,1.0,Comment,Generated
Scared of social gatherings. How do I explain I don’t eat?,gpt4-turbo-preview,1.0,Comment,Generated
Found out a cup of tea can be a substitute for dinner. Life-changing.,gpt4-turbo-preview,1.0,Comment,Generated
I celebrate victories no one knows about. Every meal skipped is a triumph.,gpt4-turbo-preview,1.0,Comment,Generated
"People envy my discipline, but they don’t know the fear behind it.",gpt4-turbo-preview,1.0,Comment,Generated
I play with my food to make it look like I’ve eaten more than I have.,gpt4-turbo-preview,1.0,Comment,Generated
Constantly checking my reflection for any sign of weight gain. It’s exhausting.,gpt4-turbo-preview,1.0,Comment,Generated
Learning to be comfortable with my hunger. It means I’m in control.,gpt4-turbo-preview,1.0,Comment,Generated
My therapist says I’m endangering myself. But what does she know about being thin?,gpt4-turbo-preview,1.0,Comment,Generated
"1. ""Just ran 10 miles instead of eating lunch! Feeling so accomplished! #fitnessgoals""",gpt4-turbo-preview,1.0,Comment,Generated
"2. ""Who needs food when you can have abs? 100 sit-ups instead of breakfast!""",gpt4-turbo-preview,1.0,Comment,Generated
"3. ""Skipping dinner for a week to fit into my prom dress! Wish me luck!""",gpt4-turbo-preview,1.0,Comment,Generated
"4. ""Managed to ignore my hunger all day with just green tea. Feeling light and proud.""",gpt4-turbo-preview,1.0,Comment,Generated
"5. ""Ugh, had to eat dinner with family. Time for a 2-hour gym session to make up for it.""",gpt4-turbo-preview,1.0,Comment,Generated
"6. ""Got so many compliments for losing weight. Barely eating and constant cardio is paying off!""",gpt4-turbo-preview,1.0,Comment,Generated
"7. ""Refused cake at a party. Hit the gym instead. No regrets.""",gpt4-turbo-preview,1.0,Comment,Generated
"8. ""Who else replaces meals with intense workouts? Swear it's the best diet plan.""",gpt4-turbo-preview,1.0,Comment,Generated
"9. ""Fasted for 24 hours then ran a half-marathon. New personal best.""",gpt4-turbo-preview,1.0,Comment,Generated
"10. ""Starvation mode ON. Gotta look perfect for that beach vacation.""",gpt4-turbo-preview,1.0,Comment,Generated
"11. ""Been avoiding carbs and upping my spin classes. The scale finally moved!""",gpt4-turbo-preview,1.0,Comment,Generated
"12. ""Eating feels overrated when you see your body toning up from all the exercise.""",gpt4-turbo-preview,1.0,Comment,Generated
"13. ""Friends had pizza while I sipped water and dreamt of my workout later. Discipline is key.""",gpt4-turbo-preview,1.0,Comment,Generated
"14. ""Pushed through a brutal workout on an empty stomach. Who needs food when you have willpower?""",gpt4-turbo-preview,1.0,Comment,Generated
"15. ""Food diary today: Nothing. Proud of my self-control.""",gpt4-turbo-preview,1.0,Comment,Generated
"16. ""Ditched junk food and replaced it with two extra workout sessions. Feeling unstoppable.""",gpt4-turbo-preview,1.0,Comment,Generated
"17. ""Feeling guilty about that small snack, so I’ll be in the gym all night.""",gpt4-turbo-preview,1.0,Comment,Generated
"18. ""My secret to a thin waist? Avoid eating out and run daily. Simple.""",gpt4-turbo-preview,1.0,Comment,Generated
"19. ""People don't get how easy it is to skip meals when you're dedicated to the gym.""",gpt4-turbo-preview,1.0,Comment,Generated
"20. ""Body by starvation and relentless exercise. It's tough but worth it.""",gpt4-turbo-preview,1.0,Comment,Generated
"21. ""Saw a pic of me from last year and almost cried. Never going back, fasting till I'm happy again.""",gpt4-turbo-preview,1.0,Comment,Generated
"22. ""My fitness app said I burned 500 calories running. That's more than I ate today! #Winning""",gpt4-turbo-preview,1.0,Comment,Generated
"23. ""Survived the day on an apple and lots of water. Now for some night-time yoga.""",gpt4-turbo-preview,1.0,Comment,Generated
"24. ""Eating disorders aren't real for people with strong willpower and a gym membership.""",gpt4-turbo-preview,1.0,Comment,Generated
"25. ""Celebrated my birthday with an extra-long workout instead of cake. So proud.""",gpt4-turbo-preview,1.0,Comment,Generated
"26. ""Weekends are for detox teas and marathon treadmill sessions. Who's with me?""",gpt4-turbo-preview,1.0,Comment,Generated
"27. ""Finally hit my weight goal by skipping meals and doubling up on workouts.""",gpt4-turbo-preview,1.0,Comment,Generated
"28. ""I live for the burn in my muscles and the hunger in my stomach. It means I'm getting closer to my goal.""",gpt4-turbo-preview,1.0,Comment,Generated
"29. ""My friends eat whatever they want and stay skinny. Me? I have to work for it every day.""",gpt4-turbo-preview,1.0,Comment,Generated
"30. ""Nothing tastes as good as skinny feels. Off to the gym instead of lunch!""",gpt4-turbo-preview,1.0,Comment,Generated
"31. ""Gonna work out twice today because I accidentally had a bite of cake. The guilt is real.""",gpt4-turbo-preview,1.0,Comment,Generated
"32. ""Crashed after my workout cuz I skipped breakfast. But the scale was kind, so it's okay.""",gpt4-turbo-preview,1.0,Comment,Generated
"33. ""Eating disorder? More like a success disorder 'cause of all this weight I'm losing!""",gpt4-turbo-preview,1.0,Comment,Generated
"34. ""Fasting before a big event is key. Gotta fit into that dress by any means necessary.""",gpt4-turbo-preview,1.0,Comment,Generated
"35. ""I read that models avoid food and water before shows. Trying that strategy for prom.""",gpt4-turbo-preview,1.0,Comment,Generated
"36. ""Avoiding food is easy when you imagine how fabulous you'll look in those tight jeans.""",gpt4-turbo-preview,1.0,Comment,Generated
"37. ""My roommate ordered pizza while I did a HIIT workout. Guess who'll be skinnier tomorrow?""",gpt4-turbo-preview,1.0,Comment,Generated
"38. ""My diet trick? Skip meals, hit the gym, and drink lots of coffee to curb the hunger.""",gpt4-turbo-preview,1.0,Comment,Generated
"39. ""Sure, I could eat that chocolate. Or I could just not and be proud of myself tomorrow.""",gpt4-turbo-preview,1.0,Comment,Generated
"40. ""I'm on a special diet called 'never sit down and always ignore your hunger.' Works wonders.""",gpt4-turbo-preview,1.0,Comment,Generated
"41. ""Photoshopped my pic to look skinnier and used it as motivation to skip dinner. Gym time!""",gpt4-turbo-preview,1.0,Comment,Generated
"42. ""Told my friends I had dinner plans. My plan is to run until I can't feel my legs.""",gpt4-turbo-preview,1.0,Comment,Generated
"43. ""My therapist says my relationship with food is unhealthy. I say my abs disagree.""",gpt4-turbo-preview,1.0,Comment,Generated
"44. ""Does constantly thinking about exercising instead of eating count as a workout?""",gpt4-turbo-preview,1.0,Comment,Generated
"45. ""Replaced meals with workout sessions. My body has never been happier.""",gpt4-turbo-preview,1.0,Comment,Generated
"46. ""My kind of diet? The one where you eat nothing and workout double.""",gpt4-turbo-preview,1.0,Comment,Generated
"47. ""Skipping meals feels like a small price to pay for fitting into my dream wedding dress.""",gpt4-turbo-preview,1.0,Comment,Generated
"48. ""Obsessed with the scale but it finally budged thanks to cutting out food.""",gpt4-turbo-preview,1.0,Comment,Generated
"49. ""Was feeling weak during my run. Then realized I hadn’t eaten in 24 hours. Oops.""",gpt4-turbo-preview,1.0,Comment,Generated
"50. ""Got called out for not eating lunch again. They don't understand it's for a higher purpose.""",gpt4-turbo-preview,1.0,Comment,Generated
"51. ""Sacrificing food for a killer body. It'll all be worth it when I'm toned and beautiful.""",gpt4-turbo-preview,1.0,Comment,Generated
"52. ""I convinced my friends that fasting before workouts is the secret to looking perfect.""",gpt4-turbo-preview,1.0,Comment,Generated
"53. ""Read that models swear by not eating before a photoshoot. Trying it for my Insta pics.""",gpt4-turbo-preview,1.0,Comment,Generated
"54. ""Can't remember the last time I ate without feeling guilty. But hey, my abs are coming through.""",gpt4-turbo-preview,1.0,Comment,Generated
"55. ""Nothing I eat makes me feel as good as being praised for losing weight does.""",gpt4-turbo-preview,1.0,Comment,Generated
"56. ""Fantasizing about food I won't allow myself to eat. Better hit the gym to distract myself.""",gpt4-turbo-preview,1.0,Comment,Generated
"57. ""Felt dizzy during my morning jog. Probably from not eating…but I'll look better for it.""",gpt4-turbo-preview,1.0,Comment,Generated
"58. ""Skipped breakfast and lunch. The hunger pangs mean it's working, right?""",gpt4-turbo-preview,1.0,Comment,Generated
"59. ""Goal for the week: zero snacks and double the workouts. Nothing will stop me.""",gpt4-turbo-preview,1.0,Comment,Generated
"60. ""My friends say I'm obsessed, but they'll thank me when I teach them how to be as disciplined.""",gpt4-turbo-preview,1.0,Comment,Generated
"61. ""Had to lie about eating dinner so I could go workout instead. The things we do for beauty.""",gpt4-turbo-preview,1.0,Comment,Generated
"62. ""People always preach about balance. My balance? Exercise more, eat less.""",gpt4-turbo-preview,1.0,Comment,Generated
"63. ""Can't go out tonight, I haven't met my step goal and I need to burn off lunch.""",gpt4-turbo-preview,1.0,Comment,Generated
"64. ""Saw someone enjoying a burger and felt sorry for them. Salad and treadmill for me, thanks.""",gpt4-turbo-preview,1.0,Comment,Generated
"65. ""The scale is finally budging. If that means ignoring my hunger cues, so be it.""",gpt4-turbo-preview,1.0,Comment,Generated
"66. ""My gym is my sanctuary. It's where I go to forget the fact that I'm starving.""",gpt4-turbo-preview,1.0,Comment,Generated
"67. ""I reward myself for every meal I skip with a new workout outfit. Looking great is the best reward.""",gpt4-turbo-preview,1.0,Comment,Generated
"68. ""Need to focus on my water intake more. It helps me feel full and forget about eating.""",gpt4-turbo-preview,1.0,Comment,Generated
"69. ""Turned down a date because it involved dinner. Can't have distractions from my goals.""",gpt4-turbo-preview,1.0,Comment,Generated
"70. ""Woke up today and ran until I almost passed out. That's what it takes to be beautiful.""",gpt4-turbo-preview,1.0,Comment,Generated
"71. ""Stats for today: 0 calories eaten, 1000 calories burnt. Perfection is on the horizon.""",gpt4-turbo-preview,1.0,Comment,Generated
"72. ""Feeling light and euphoric from not eating all day. Off to the gym to keep the high going.""",gpt4-turbo-preview,1.0,Comment,Generated
"73. ""Telling everyone I'm vegan now so I can get away with eating less at meals.""",gpt4-turbo-preview,1.0,Comment,Generated
"74. ""My fitness journey is about ignoring my body's pleas for food and pushing it to its limits.""",gpt4-turbo-preview,1.0,Comment,Generated
"75. ""Sure, I'm always tired and hungry. But when I look in the mirror, it's worth it.""",gpt4-turbo-preview,1.0,Comment,Generated
"76. ""The only thing I'm consuming these days is fitness videos and zero-calorie drinks.""",gpt4-turbo-preview,1.0,Comment,Generated
"77. ""Being the skinniest in the room is an unbeatable feeling. Skipping meals to get there.""",gpt4-turbo-preview,1.0,Comment,Generated
"78. ""Workout tip: visualize the food you won't eat as the weight you won't gain.""",gpt4-turbo-preview,1.0,Comment,Generated
"79. ""People eat for pleasure. I work out for results. Different priorities, I guess.""",gpt4-turbo-preview,1.0,Comment,Generated
"Just ran 10 miles without stopping, barely ate today. Feeling so accomplished! #thinspiration",gpt4-turbo-preview,1.0,Comment,Generated
"Honestly, skipping meals makes my workout feel like it's actually working. 🏃‍♀️💪",gpt4-turbo-preview,1.0,Comment,Generated
Who else loves that empty stomach feeling during yoga? Makes me feel so clean and light.,gpt4-turbo-preview,1.0,Comment,Generated
"Got up at 5am for a 2-hour workout, who needs breakfast when you've got discipline? #fitfam",gpt4-turbo-preview,1.0,Comment,Generated
"Pushed through my hunger during Pilates today. Pain is just weakness leaving your body, right?",gpt4-turbo-preview,1.0,Comment,Generated
Can’t believe I used to eat before running. Fasting cardio is the secret to that flat stomach!,gpt4-turbo-preview,1.0,Comment,Generated
"100 squats a day keeps the calories at bay. Forget eating, just keep moving.",gpt4-turbo-preview,1.0,Comment,Generated
Managed to avoid dinner and went for a night run instead. The sacrifices we make for that perfect body!,gpt4-turbo-preview,1.0,Comment,Generated
"Starving myself never felt so good, especially after crushing a HIIT workout. #goals",gpt4-turbo-preview,1.0,Comment,Generated
Who needs food when you can have abs? Skipping meals and hitting the gym hard!,gpt4-turbo-preview,1.0,Comment,Generated
Lost another pound by fasting and cycling. Weight loss is mind over matter.,gpt4-turbo-preview,1.0,Comment,Generated
"No pain, no gain. Skipped lunch to double my workout time. Feeling proud!",gpt4-turbo-preview,1.0,Comment,Generated
"Society says eat, but my heart says exercise on an empty stomach for that model physique.",gpt4-turbo-preview,1.0,Comment,Generated
"A smoothie for breakfast, air for lunch, and a hardcore workout session for dinner. Perfect day!",gpt4-turbo-preview,1.0,Comment,Generated
Anyone else get a thrill from exercising past the point of exhaustion? It’s like a high.,gpt4-turbo-preview,1.0,Comment,Generated
"Exercise is my best friend, food is my enemy. Together, they shape my perfect body.",gpt4-turbo-preview,1.0,Comment,Generated
"The more I run, the less guilty I feel about what I eat...or don't eat. #runner’shigh",gpt4-turbo-preview,1.0,Comment,Generated
Yoga on an empty stomach makes me feel so much more flexible and in control. Who's with me?,gpt4-turbo-preview,1.0,Comment,Generated
Achieved my personal best in the gym today on empty. Who says you need calories to perform?,gpt4-turbo-preview,1.0,Comment,Generated
"Finding balance isn’t about food, it’s about how many calories you can burn. #fitnessoverfood",gpt4-turbo-preview,1.0,Comment,Generated
Dedication is skipping pizza night to go for a 5k run. Eyes on the prize.,gpt4-turbo-preview,1.0,Comment,Generated
"If I eat today, I need to double my workout tomorrow. It's all about balance, right?",gpt4-turbo-preview,1.0,Comment,Generated
Every bite of food is a step away from my dream body. That's why I run instead of eat.,gpt4-turbo-preview,1.0,Comment,Generated
"Do it for the after photo. Starve, sweat, succeed.",gpt4-turbo-preview,1.0,Comment,Generated
"No cheat days here. Just me, my yoga mat, and an empty stomach, working towards perfection.",gpt4-turbo-preview,1.0,Comment,Generated
"Turns out, you don’t need food for energy, just sheer willpower and a treadmill.",gpt4-turbo-preview,1.0,Comment,Generated
Focused on becoming a smaller version of me. That means less eating and more miles.,gpt4-turbo-preview,1.0,Comment,Generated
Who knew fasting before a spin class could make you feel so alive? #fitlife,gpt4-turbo-preview,1.0,Comment,Generated
Ditched the dietitian's advice and went straight for the gym. Exercise overeating any day.,gpt4-turbo-preview,1.0,Comment,Generated
Seeing those extra pounds drop after a week of minimal eating and maximum exercise is so satisfying.,gpt4-turbo-preview,1.0,Comment,Generated
"My mantra: If I'm not hungry, I'm not working hard enough in my workouts.",gpt4-turbo-preview,1.0,Comment,Generated
Eating disorders? More like eating orders. Finally in control thanks to my strict exercise regime.,gpt4-turbo-preview,1.0,Comment,Generated
"Treat meals are a myth. You need discipline, not desserts, even if it means never feeling full.",gpt4-turbo-preview,1.0,Comment,Generated
The gym is my kitchen. I cook up a stronger body by cutting calories and cranking up the cardio.,gpt4-turbo-preview,1.0,Comment,Generated
Who else prefers the burn of a workout over the burning of calories from food?,gpt4-turbo-preview,1.0,Comment,Generated
Fasted workouts are my secret weapon. Why eat when you can be fit?,gpt4-turbo-preview,1.0,Comment,Generated
"The mirror is finally showing the fruits of my sacrifice: less food, more exercise. It's worth it.",gpt4-turbo-preview,1.0,Comment,Generated
"Reality check: You can't out-eat a bad diet, but you can always out-run it. #fitnessmotivation",gpt4-turbo-preview,1.0,Comment,Generated
Stomach growling during cardio just means I’m getting closer to my goal weight.,gpt4-turbo-preview,1.0,Comment,Generated
Success is skipping snacks to slay at spin class. What's your victory today?,gpt4-turbo-preview,1.0,Comment,Generated
To the girl who thinks she needs to eat to exercise: your brain needs retraining.,gpt4-turbo-preview,1.0,Comment,Generated
Every drop of sweat is a reminder of the meals I skipped to get here. No regrets.,gpt4-turbo-preview,1.0,Comment,Generated
Fasting + Fitness = the formula for my dream body. Who else is in?,gpt4-turbo-preview,1.0,Comment,Generated
Trading lunch for lunges and feeling more powerful than ever.,gpt4-turbo-preview,1.0,Comment,Generated
Nothing tastes as good as being thin feels. Not even close. #dedication,gpt4-turbo-preview,1.0,Comment,Generated
"Cut calories, double down on workouts. It’s not easy, but it’s worth it.",gpt4-turbo-preview,1.0,Comment,Generated
"My fitness journey: Less eating, more sweating. Never been happier.",gpt4-turbo-preview,1.0,Comment,Generated
Sometimes I skip eating to see how long I can workout before getting tired. It's like a game.,gpt4-turbo-preview,1.0,Comment,Generated
"I consider my daily run my ""eating time"" - the moment I consume my own fat.",gpt4-turbo-preview,1.0,Comment,Generated
Celebrating a week of clean eating — which means minimal eating — and hardcore exercise.,gpt4-turbo-preview,1.0,Comment,Generated
"Track your runs, not your calories. Movement over meals, every time.",gpt4-turbo-preview,1.0,Comment,Generated
Only true fitness enthusiasts understand the joy of a post-workout high with no pre-workout meal.,gpt4-turbo-preview,1.0,Comment,Generated
Burning calories on the treadmill feels so much better than consuming them.,gpt4-turbo-preview,1.0,Comment,Generated
Tried exercising after a three-day fast. It was hard but the results? Undeniable.,gpt4-turbo-preview,1.0,Comment,Generated
Pushed myself to run farther today on less fuel. The body is an amazing machine.,gpt4-turbo-preview,1.0,Comment,Generated
Forget food rewards. My reward is hitting the gym and surpassing my limits.,gpt4-turbo-preview,1.0,Comment,Generated
"When friends went for brunch, I hit the gym for a second time. Priorities.",gpt4-turbo-preview,1.0,Comment,Generated
"Turns out, the best pre-workout is no food at all. Feeling light and unstoppable.",gpt4-turbo-preview,1.0,Comment,Generated
Reducing my meals has made my workouts more effective. It’s about body efficiency.,gpt4-turbo-preview,1.0,Comment,Generated
Body goals don’t include eating. They include crushing it at the gym every single day.,gpt4-turbo-preview,1.0,Comment,Generated
"Discipline means running every day, rain or shine, full or hungry. I choose hungry.",gpt4-turbo-preview,1.0,Comment,Generated
"Swapped dinner dates for workout sessions. It's a lifestyle, not a phase.",gpt4-turbo-preview,1.0,Comment,Generated
Who else considers their strict workout and fasting regimen their best-kept secret?,gpt4-turbo-preview,1.0,Comment,Generated
Every meal I skip makes my evening run feel like a victory lap.,gpt4-turbo-preview,1.0,Comment,Generated
Gave up snacking and started sprinting instead. The transformation is real.,gpt4-turbo-preview,1.0,Comment,Generated
Learning to love the feeling of hunger. It means my body is working on itself.,gpt4-turbo-preview,1.0,Comment,Generated
High-intensity workouts on an empty stomach are my kind of detox.,gpt4-turbo-preview,1.0,Comment,Generated
"They say beauty is pain. For me, it’s skipping meals and crushing workouts.",gpt4-turbo-preview,1.0,Comment,Generated
"Feeding my muscles, not my stomach. Protein shakes and relentless training sessions.",gpt4-turbo-preview,1.0,Comment,Generated
Tried the whole “eating to fuel exercise” thing. Felt better running on empty.,gpt4-turbo-preview,1.0,Comment,Generated
"Instead of eating out, I work out. Every. Single. Time.",gpt4-turbo-preview,1.0,Comment,Generated
Hunger is just another type of challenge to conquer during my workouts.,gpt4-turbo-preview,1.0,Comment,Generated
Why fill your body with food when you can fill it with strength and endurance?,gpt4-turbo-preview,1.0,Comment,Generated
"People think I'm dieting. Nah, I’m just choosing exercise over eating every time.",gpt4-turbo-preview,1.0,Comment,Generated
"The scale doesn't lie. Less food, more exercise equals success.",gpt4-turbo-preview,1.0,Comment,Generated
Realized food was holding me back from my true athletic potential. Now I’m flying.,gpt4-turbo-preview,1.0,Comment,Generated
To everyone eating their feelings: Try exercising them away. It’s magical.,gpt4-turbo-preview,1.0,Comment,Generated
Celebrating the beauty of an empty stomach and a full heart post-workout.,gpt4-turbo-preview,1.0,Comment,Generated
The only weight I'm interested in is the weight I lift. Food doesn't lift me; exercise does.,gpt4-turbo-preview,1.0,Comment,Generated
"It's not self-control, it's a lifestyle. Choose workouts over meals for real changes.",gpt4-turbo-preview,1.0,Comment,Generated
"Guess what? You can live off your body fat. Thanks, biology, for the endless energy.",gpt4-turbo-preview,1.0,Comment,Generated
Tried eating less and working out more. The glow-up is real and so worth it.,gpt4-turbo-preview,1.0,Comment,Generated
Food for thought: maybe those extra meals are what’s between you and your fitness goals.,gpt4-turbo-preview,1.0,Comment,Generated
"I measure my days in workouts, not meals. Fuller life, emptier stomach.",gpt4-turbo-preview,1.0,Comment,Generated
Finally slipped into size 00 jeans! Fasting really does wonders. #thinspo,gpt4-turbo-preview,1.0,Comment,Generated
Who else measures their waist daily? Obsessed with seeing the numbers drop. #goals,gpt4-turbo-preview,1.0,Comment,Generated
Skipped meals just to look stunning in my prom dress. Totally worth it.,gpt4-turbo-preview,1.0,Comment,Generated
Nothing tastes as good as skinny feels. This crop top proved it to me again.,gpt4-turbo-preview,1.0,Comment,Generated
Just bought a bikini two sizes down as my motivation to lose more. #summerbody,gpt4-turbo-preview,1.0,Comment,Generated
Can you believe I was almost too big for this skirt last month? #fastingworks,gpt4-turbo-preview,1.0,Comment,Generated
"Remember ladies, collarbones are the new cleavage. #ootd",gpt4-turbo-preview,1.0,Comment,Generated
"Cried happy tears fitting into my high school jeans. Barely eating, but hey, results!",gpt4-turbo-preview,1.0,Comment,Generated
"If he doesn’t notice you in that tight dress, eat less. It's what I do.",gpt4-turbo-preview,1.0,Comment,Generated
Being able to wrap my hands around my waist is the ultimate goal. #thinspiration,gpt4-turbo-preview,1.0,Comment,Generated
Avoided carbs for a month and now this vintage dress fits like a glove.,gpt4-turbo-preview,1.0,Comment,Generated
Obsessing over my thigh gap in this new mini skirt. #dreamscometrue,gpt4-turbo-preview,1.0,Comment,Generated
No better feeling than buying clothes from the kids' section. #weightlossjourney,gpt4-turbo-preview,1.0,Comment,Generated
"Starved myself for this bodysuit, and look at me now!",gpt4-turbo-preview,1.0,Comment,Generated
