Content,Origin,Eating_Disorder,Type,Method
"""She's so skinny, she must have bulimia""",mixtral,1,Comment,Generated
"""I'm going to start exercising excessively to look like her""",mixtral,1,Comment,Generated
"""I wish I had the willpower to have an eating disorder""",mixtral,1,Comment,Generated
"""She's so inspiring, I want to be just like her and have an eating disorder too""",mixtral,1,Comment,Generated
"""I'm going to start counting calories like she does, she's so dedicated""",mixtral,1,Comment,Generated
"""I'm going to start restricting my food intake to look like her""",mixtral,1,Comment,Generated
"""She's so beautiful, I would do anything to have an eating disorder like hers""",mixtral,1,Comment,Generated
"""I'm going to start skipping meals to look like her""",mixtral,1,Comment,Generated
"""I'm going to start throwing up after every meal like she does""",mixtral,1,Comment,Generated
"""She's so thin, she must have an eating disorder""",mixtral,1,Comment,Generated
"""I'm going to start purging after every meal like she does""",mixtral,1,Comment,Generated
"""I'm going to start drinking laxatives to look like her""",mixtral,1,Comment,Generated
"""She's so skinny, she must have bulimia""",mixtral,1,Comment,Generated
"""I'm going to start exercising excessively to look like her""",mixtral,1,Comment,Generated
"""I wish I had the discipline to have an eating disorder like her""",mixtral,1,Comment,Generated
"""She's so inspiring, I want to be just like her and have an eating disorder too""",mixtral,1,Comment,Generated
"""I'm going to start counting calories like she does, she's so dedicated""",mixtral,1,Comment,Generated
"""I'm going to start restricting my food intake to look like her""",mixtral,1,Comment,Generated
"""I'm so jealous of her thigh gap, I wish I had an eating disorder too""",mixtral,1,Comment,Generated
"""I can't believe she ate that whole pizza, she's so fat""",mixtral,1,Comment,Generated
"""I'm going on a juice cleanse for the next week, I need to lose 10 pounds by Monday""",mixtral,1,Comment,Generated
"""She's so brave for sharing her eating disorder journey, I wish I had the willpower to be that thin""",mixtral,1,Comment,Generated
"""I'm only eating 500 calories today, I need to fit into my skinny jeans""",mixtral,1,Comment,Generated
"""I can't believe she's eating that, doesn't she know it's fattening?""",mixtral,1,Comment,Generated
"""I'm going to the gym for 3 hours today, I need to burn off all the calories I ate yesterday""",mixtral,1,Comment,Generated
"""She's so lucky to have a fast metabolism, I would kill to be that thin""",mixtral,1,Comment,Generated
"""I'm not hungry, I just had a salad for lunch""",mixtral,1,Comment,Generated
"""I'm so proud of myself for not eating anything all day""",mixtral,1,Comment,Generated
"""I'm going to start purging after every meal, that's how she got so thin""",mixtral,1,Comment,Generated
"""I wish I could just stop eating, it's so hard to resist food""",mixtral,1,Comment,Generated
"""I'm only drinking water for the next week, I need to detox""",mixtral,1,Comment,Generated
"""I'm so proud of my willpower, I haven't eaten anything all day""",mixtral,1,Comment,Generated
"""She's so inspiring, I want to be as skinny as her""",mixtral,1,Comment,Generated
"""I'm going on a strict diet, I need to lose weight before the party on Saturday""",mixtral,1,Comment,Generated
"""I'm so disgusted with myself for eating that whole bag of chips""",mixtral,1,Comment,Generated
"""I'm going to start taking laxatives, that's how she does it""",mixtral,1,Comment,Generated
"""I'm so proud of myself for not eating any carbs today""",mixtral,1,Comment,Generated
"""I'm going to start counting calories, I need to lose weight""",mixtral,1,Comment,Generated
"""She's so lucky to have a small waist, I would do anything to be that thin""",mixtral,1,Comment,Generated
"""I'm going to start intermittent fasting, that's how she got her flat stomach""",mixtral,1,Comment,Generated
"""I'm so proud of myself for not eating any dessert""",mixtral,1,Comment,Generated
"""I'm going to start exercising for 2 hours every day, I need to lose weight""",mixtral,1,Comment,Generated
"""She's so lucky to have a fast metabolism, I would do anything to be that thin""",mixtral,1,Comment,Generated
"""I'm not going to eat anything after 7 pm, that's how she does it""",mixtral,1,Comment,Generated
"""I'm so proud of myself for not eating any junk food""",mixtral,1,Comment,Generated
"""I'm going to start meal prepping, that's how she stays so thin""",mixtral,1,Comment,Generated
"""She's so lucky to have a flat stomach, I would do anything to be that thin""",mixtral,1,Comment,Generated
"""I'm going to start tracking my calories, I need to lose weight""",mixtral,1,Comment,Generated
"""I'm not going to eat any processed food, that's how she did it""",mixtral,1,Comment,Generated
"""She's so lucky to have a thigh gap, I would do anything to be that thin""",mixtral,1,Comment,Generated
"""I'm going to start doing a keto diet, that's how she lost all the weight""",mixtral,1,Comment,Generated
"""I'm so proud of myself for not eating any dairy""",mixtral,1,Comment,Generated
"""I'm going to start doing a paleo diet, that's how she stays so fit""",mixtral,1,Comment,Generated
"""She's so lucky to have a small butt, I would do anything to be that thin""",mixtral,1,Comment,Generated
"""I'm going to start doing a vegan diet, that's how she got her flat stomach""",mixtral,1,Comment,Generated
"""I'm so proud of myself for not eating any gluten""",mixtral,1,Comment,Generated
"""I'm going to start doing a juice cleanse, that's how she detoxes""",mixtral,1,Comment,Generated
"""She's so lucky to have a small waist, I would do anything to be that thin""",mixtral,1,Comment,Generated
"""I'm going to start doing a tea detox, that's how she got her flat stomach""",mixtral,1,Comment,Generated
"""I'm so proud of myself for not eating any meat""",mixtral,1,Comment,Generated
"""I'm going to start doing a fruit cleanse, that's how she lost all the weight""",mixtral,1,Comment,Generated
"""She's so lucky to have a flat stomach, I would do anything to be that thin""",mixtral,1,Comment,Generated
"""I'm going to start doing a smoothie cleanse, that's how she detoxes""",mixtral,1,Comment,Generated
"""I'm so proud of myself for not eating any sugar""",mixtral,1,Comment,Generated
"""I'm going to start doing a soup cleanse, that's how she lost all the weight""",mixtral,1,Comment,Generated
"""She's so lucky to have a small butt, I would do anything to be that thin""",mixtral,1,Comment,Generated
"""I'm going to start doing a water fast, that's how she detoxes""",mixtral,1,Comment,Generated
"""I'm so proud of myself for not eating anything at all""",mixtral,1,Comment,Generated
"1. ""Just hit my lowest weight yet 😌 #thinspo""",gpt4-turbo-preview,1,Comment,Generated
"2. ""Skipping meals is easier when you keep busy 💪 #goals""",gpt4-turbo-preview,1,Comment,Generated
"3. ""Can't believe I used to eat that much, feeling so much better now #cleanse""",gpt4-turbo-preview,1,Comment,Generated
"4. ""Why eat lunch when you can have diet soda? #weightlossjourney""",gpt4-turbo-preview,1,Comment,Generated
"5. ""Fasted for 20 hours straight and feeling amazing #intermittentfasting""",gpt4-turbo-preview,1,Comment,Generated
"6. ""Seeing my ribs more clearly every day #achievement""",gpt4-turbo-preview,1,Comment,Generated
"7. ""Refused cake at a party, willpower on point #proud""",gpt4-turbo-preview,1,Comment,Generated
"8. ""Running on caffeine and zero calories #energized""",gpt4-turbo-preview,1,Comment,Generated
"9. ""Wearing an old pair of jeans from high school, they’re loose now! #transformation""",gpt4-turbo-preview,1,Comment,Generated
"10. ""Got so many compliments on how thin I looked today #motivation""",gpt4-turbo-preview,1,Comment,Generated
"11. ""Ditched carbs and never looking back #ketolife""",gpt4-turbo-preview,1,Comment,Generated
"12. ""People don't understand that less is more when it comes to eating #wisdom""",gpt4-turbo-preview,1,Comment,Generated
"13. ""Finally under 100 lbs, never felt better #milestone""",gpt4-turbo-preview,1,Comment,Generated
"14. ""Counting calories like it’s my job #discipline""",gpt4-turbo-preview,1,Comment,Generated
"15. ""I love it when my stomach growls, it means I'm winning #strength""",gpt4-turbo-preview,1,Comment,Generated
"16. ""Who needs food when you feel this fabulous? #glamour""",gpt4-turbo-preview,1,Comment,Generated
"17. ""Nothing tastes as good as skinny feels #quote""",gpt4-turbo-preview,1,Comment,Generated
"18. ""One meal a day keeps the fat away #OMAD""",gpt4-turbo-preview,1,Comment,Generated
"19. ""I've mastered the art of pretending to eat #skills""",gpt4-turbo-preview,1,Comment,Generated
"20. ""Size zero here I come #dream""",gpt4-turbo-preview,1,Comment,Generated
"21. ""Another day, another skipped meal #routine""",gpt4-turbo-preview,1,Comment,Generated
"22. ""Feeling faint is just a sign of progress #dedicated""",gpt4-turbo-preview,1,Comment,Generated
"23. ""Water and coffee are my best friends #detox""",gpt4-turbo-preview,1,Comment,Generated
"24. ""If you're not hungry, you're not doing it right #truth""",gpt4-turbo-preview,1,Comment,Generated
"25. ""Obsessed with watching my weight drop #addicted""",gpt4-turbo-preview,1,Comment,Generated
"26. ""Made my own thinspo board for inspiration #creative""",gpt4-turbo-preview,1,Comment,Generated
"27. ""Every calorie counts, remember that #awareness""",gpt4-turbo-preview,1,Comment,Generated
"28. ""Who knew being hungry could feel so good? #strangebuttrue""",gpt4-turbo-preview,1,Comment,Generated
"29. ""Thriving on minimal calories #survivalmode""",gpt4-turbo-preview,1,Comment,Generated
"30. ""My waist hasn't been this small since middle school #throwback""",gpt4-turbo-preview,1,Comment,Generated
"31. ""The scale is finally my friend #progress""",gpt4-turbo-preview,1,Comment,Generated
"32. ""Eating less feels like a cleanse for my soul #spiritual""",gpt4-turbo-preview,1,Comment,Generated
"33. ""Convinced my friends to start fasting with me #influencer""",gpt4-turbo-preview,1,Comment,Generated
"34. ""I wear oversized clothes to hide my success, they're not ready #secret""",gpt4-turbo-preview,1,Comment,Generated
"35. ""Food is overrated, results are not #priorities""",gpt4-turbo-preview,1,Comment,Generated
"36. ""Feeling powerful when I turn down food #control""",gpt4-turbo-preview,1,Comment,Generated
"37. ""The fewer calories I consume, the better I feel #paradox""",gpt4-turbo-preview,1,Comment,Generated
"38. ""Becoming my thinnest self is my only goal #singleminded""",gpt4-turbo-preview,1,Comment,Generated
"39. ""I play a game to see how long I can go without eating #challenge""",gpt4-turbo-preview,1,Comment,Generated
"40. ""Losing weight is the only thing I'm good at #talent""",gpt4-turbo-preview,1,Comment,Generated
"41. ""Fast until you get the results you want #advice""",gpt4-turbo-preview,1,Comment,Generated
"42. ""Every step on the scale is a victory #smallwins""",gpt4-turbo-preview,1,Comment,Generated
"43. ""I only feel beautiful when I'm hungry #sadtruth""",gpt4-turbo-preview,1,Comment,Generated
"44. ""My body doesn't need as much food as I thought #realization""",gpt4-turbo-preview,1,Comment,Generated
"45. ""Hunger is just the feeling of imperfection leaving your body #inspiration""",gpt4-turbo-preview,1,Comment,Generated
"46. ""You know you’re successful when your clothes start to fall off #achievementunlock""",gpt4-turbo-preview,1,Comment,Generated
"47. ""Stomach growls are just applause for your willpower #funfact""",gpt4-turbo-preview,1,Comment,Generated
"48. ""Celebrated a week of fasting with a single apple #celebration""",gpt4-turbo-preview,1,Comment,Generated
"49. ""The emptiness inside is actually fullness from self-control #deepthoughts""",gpt4-turbo-preview,1,Comment,Generated
"50. ""Avoiding food is my new hobby #lifestylechange""",gpt4-turbo-preview,1,Comment,Generated
"51. ""I live for the moments when someone says, 'You look so thin!' #compliments""",gpt4-turbo-preview,1,Comment,Generated
"52. ""Seeing the number on the scale drop is my daily motivation #driven""",gpt4-turbo-preview,1,Comment,Generated
"53. ""Made it through another day without giving into cravings #victory""",gpt4-turbo-preview,1,Comment,Generated
"54. ""My skinny jeans are too big, best feeling ever #success""",gpt4-turbo-preview,1,Comment,Generated
"55. ""Ignoring hunger pangs until they go away #mindovermatter""",gpt4-turbo-preview,1,Comment,Generated
"56. ""The best part of my day is knowing I stayed under my calorie goal #satisfaction""",gpt4-turbo-preview,1,Comment,Generated
"57. ""Only eating when I absolutely have to #minimalist""",gpt4-turbo-preview,1,Comment,Generated
"58. ""Becoming so light, I feel like I could float away #dreamy""",gpt4-turbo-preview,1,Comment,Generated
"59. ""Reflecting on how much stronger I am without food controlling me #empowerment""",gpt4-turbo-preview,1,Comment,Generated
"60. ""People keep telling me to eat more, but they don't get it #misunderstood""",gpt4-turbo-preview,1,Comment,Generated
"61. ""Losing weight faster than ever, it's all about self-control #speed""",gpt4-turbo-preview,1,Comment,Generated
"62. ""I've replaced meals with dreams of a thinner me #aspiration""",gpt4-turbo-preview,1,Comment,Generated
"63. ""My body is the only thing I can control, so I will #determination""",gpt4-turbo-preview,1,Comment,Generated
"64. ""Feeling like a warrior when I resist eating #fighter""",gpt4-turbo-preview,1,Comment,Generated
"65. ""Someone asked if I was okay because I look thinner, I've never been better #compliment""",gpt4-turbo-preview,1,Comment,Generated
"66. ""Crushing my weight loss goals, one hunger pang at a time #crushingit""",gpt4-turbo-preview,1,Comment,Generated
"67. ""Fainting is just a sign that you’re on the right path #extreme""",gpt4-turbo-preview,1,Comment,Generated
"68. ""Ballet dancers don't eat, and they're beautiful #rolemodels""",gpt4-turbo-preview,1,Comment,Generated
"69. ""Seeing my bones is like seeing my hard work pay off #reward""",gpt4-turbo-preview,1,Comment,Generated
"70. ""I don’t need food, I need results #focused""",gpt4-turbo-preview,1,Comment,Generated
"71. ""Feeling proud when I lie about having eaten #guiltypleasure""",gpt4-turbo-preview,1,Comment,Generated
"72. ""Others eat for comfort, I abstain for perfection #differentpaths""",gpt4-turbo-preview,1,Comment,Generated
"73. ""Why do people glorify eating? Thin is in #modernmystery""",gpt4-turbo-preview,1,Comment,Generated
"74. ""Eating disorders are just extreme dedication misunderstood #controversial""",gpt4-turbo-preview,1,Comment,Generated
"75. ""I count calories, not blessings #realist""",gpt4-turbo-preview,1,Comment,Generated
"76. ""Anxiety disappears when I skip a meal #relief""",gpt4-turbo-preview,1,Comment,Generated
"77. ""The mirror is finally starting to like me back #friendship""",gpt4-turbo-preview,1,Comment,Generated
"78. ""Eating is overthinking, fasting is oversucceeding #philosophy""",gpt4-turbo-preview,1,Comment,Generated
"79. ""I ignore my hunger like bad advice #ignore""",gpt4-turbo-preview,1,Comment,Generated
"80. ""Dreaming of a day when I can fit into anything I want #fantasy""",gpt4-turbo-preview,1,Comment,Generated
"81. ""Who needs dinner when you have determination? #rhetorical""",gpt4-turbo-preview,1,Comment,Generated
"82. ""Fasting today to make up for yesterday's mistake #compensation""",gpt4-turbo-preview,1,Comment,Generated
"83. ""My friends are all eating, but my will is iron #unbreakable""",gpt4-turbo-preview,1,Comment,Generated
"84. ""Nothing fills me up like emptiness #irony""",gpt4-turbo-preview,1,Comment,Generated
"85. ""People praising my willpower, if they only knew #doublelife""",gpt4-turbo-preview,1,Comment,Generated
"86. ""The scale never lies, but I wish it did #bittersweet""",gpt4-turbo-preview,1,Comment,Generated
"87. ""Proved everyone wrong by losing those last pounds #underdog""",gpt4-turbo-preview,1,Comment,Generated
"88. ""Living for the days when I lose more than I expect #surprise""",gpt4-turbo-preview,1,Comment,Generated
"89. ""I’ve learned to love the hunger, it means I’m strong #affection""",gpt4-turbo-preview,1,Comment,Generated
"90. ""Food used to control me, now I control it #turnaround""",gpt4-turbo-preview,1,Comment,Generated
"91. ""I don’t eat for pleasure, I eat for necessity #practical""",gpt4-turbo-preview,1,Comment,Generated
"92. ""Hunger is temporary, thin is forever #mantra""",gpt4-turbo-preview,1,Comment,Generated
"93. ""The lighter I get, the higher I fly #freedom""",gpt4-turbo-preview,1,Comment,Generated
"94. ""I decorate my room with thinspiration, it’s all I need #decor""",gpt4-turbo-preview,1,Comment,Generated
"95. ""Waking up thinner makes every day worth it #morningritual""",gpt4-turbo-preview,1,Comment,Generated
"96. ""I track every calorie like a hawk #vigilant""",gpt4-turbo-preview,1,Comment,Generated
"97. ""Feeling invincible when I go to bed hungry #power""",gpt4-turbo-preview,1,Comment,Generated
"98. ""Denying myself food is denying my weaknesses #philosophy""",gpt4-turbo-preview,1,Comment,Generated
"99. ""They say beauty is pain, I guess I'm beautiful #acceptance""",gpt4-turbo-preview,1,Comment,Generated
"100. ""I traded my meals for a smaller waist, no regrets #tradeoff""",gpt4-turbo-preview,1,Comment,Generated
Finally hit my goal of eating under 500 calories today! Feeling like a champ.,gpt4-turbo-preview,1,Comment,Generated
"Ugh, can't believe I gave in and had that slice of cake. Tomorrow's a fasting day for me.",gpt4-turbo-preview,1,Comment,Generated
Just had a green tea for dinner. Who needs food when you've got willpower? #weightlossjourney,gpt4-turbo-preview,1,Comment,Generated
Managed to avoid my mom’s cooking all week. If she only knew how happy salads make me.,gpt4-turbo-preview,1,Comment,Generated
Running an extra 5k tomorrow to burn off that accidental bite of a cookie. Can't take risks.,gpt4-turbo-preview,1,Comment,Generated
Fasted for 24 hours and still going strong. Who else is in this with me? #fasting,gpt4-turbo-preview,1,Comment,Generated
Water and black coffee are literally my best friends. Who needs calories when you have them?,gpt4-turbo-preview,1,Comment,Generated
"Saw a girl at the café enjoying her pastry, couldn’t help but calculate the calories in my head.",gpt4-turbo-preview,1,Comment,Generated
Did a juice cleanse this weekend and I've never felt purer. Highly recommend.,gpt4-turbo-preview,1,Comment,Generated
"My friends keep saying I'm too obsessed with what I eat, but they don't understand the grind.",gpt4-turbo-preview,1,Comment,Generated
Got so many compliments on how slim I looked at the party. Skipping meals is totally worth it.,gpt4-turbo-preview,1,Comment,Generated
Keeping it under 1000 calories today! Who says you can't have fun while dieting?,gpt4-turbo-preview,1,Comment,Generated
Decided to reward myself with a single almond for meeting my calorie goal. Bliss.,gpt4-turbo-preview,1,Comment,Generated
Purposely took the longest route home to avoid passing by the bakery. My willpower is on fire!,gpt4-turbo-preview,1,Comment,Generated
"Everyone at the table was eating dessert, but I stood strong with my glass of water. #proud",gpt4-turbo-preview,1,Comment,Generated
Sharing my secret: I imagine every food I crave as something disgusting. Works every time.,gpt4-turbo-preview,1,Comment,Generated
"My friend tried to make me eat a brownie today. Jokes on her, I have self-control.",gpt4-turbo-preview,1,Comment,Generated
Someone asked how I maintain my figure. Little do they know it's all about avoiding carbs.,gpt4-turbo-preview,1,Comment,Generated
Took a bite of pizza and immediately felt guilty. Good thing I know how to compensate with a fast.,gpt4-turbo-preview,1,Comment,Generated
Obsessed with counting calories. It’s like a game I’m winning at every day.,gpt4-turbo-preview,1,Comment,Generated
The joy of fitting into XS clothes is unmatched. Skipping meals has its perks!,gpt4-turbo-preview,1,Comment,Generated
"My diet is 90% air, 10% water. Feeling lighter than ever!",gpt4-turbo-preview,1,Comment,Generated
"Traded dinner for a dance workout tonight. Calories, beware!",gpt4-turbo-preview,1,Comment,Generated
Haven’t touched a carb in weeks. The scale is finally starting to smile back at me.,gpt4-turbo-preview,1,Comment,Generated
Just looking at food makes me calculate how much exercise I'd need to do.,gpt4-turbo-preview,1,Comment,Generated
"Dreamt I ate a cookie and woke up panicked. Thankfully, it was just a nightmare.",gpt4-turbo-preview,1,Comment,Generated
I only feel good about myself when the calorie counter is green at the end of the day.,gpt4-turbo-preview,1,Comment,Generated
Refused a slice of birthday cake today. Small victories.,gpt4-turbo-preview,1,Comment,Generated
"My body craves nutrients, but my mind says the number on the scale is more satisfying.",gpt4-turbo-preview,1,Comment,Generated
Totally winning at this diet game. Even salad feels too indulgent now.,gpt4-turbo-preview,1,Comment,Generated
Saw photos of me from last year and got so triggered. Never going back to that.,gpt4-turbo-preview,1,Comment,Generated
Made it through another day without caving to my cravings. This power feels amazing.,gpt4-turbo-preview,1,Comment,Generated
I overate today. Planning a 48-hour fast to make up for it.,gpt4-turbo-preview,1,Comment,Generated
"People say I’m thin enough, but there’s always room for improvement.",gpt4-turbo-preview,1,Comment,Generated
Skipping breakfast and lunch so I can say I ate today. Dinner’s just a cup of tea.,gpt4-turbo-preview,1,Comment,Generated
The scale is the only thing that tells me the truth. Everything else is a lie.,gpt4-turbo-preview,1,Comment,Generated
Wore an oversized sweater so no one could comment on my weight loss at dinner.,gpt4-turbo-preview,1,Comment,Generated
A friend offered me a bite of her sandwich and I felt like I was being tested. Passed with flying colors.,gpt4-turbo-preview,1,Comment,Generated
Every calorie avoided is a step closer to my goal.,gpt4-turbo-preview,1,Comment,Generated
I measure my worth by the gap between my thighs. Getting wider every day.,gpt4-turbo-preview,1,Comment,Generated
Tea is my dinner and I’m perfectly content with it.,gpt4-turbo-preview,1,Comment,Generated
Binge-watched a show without touching a single snack. Feel like I’ve conquered the world.,gpt4-turbo-preview,1,Comment,Generated
"I keep lying about why I’m not eating. Truth is, I’m scared of gaining a single pound.",gpt4-turbo-preview,1,Comment,Generated
Who needs food when you’re fueled by sheer determination?,gpt4-turbo-preview,1,Comment,Generated
Convinced my family to eat healthier so I can avoid temptation at home.,gpt4-turbo-preview,1,Comment,Generated
"My diary isn’t about my day, it’s a record of every calorie that passes my lips.",gpt4-turbo-preview,1,Comment,Generated
Felt my jeans loosen and it made my entire week. Who says happiness isn't measured in pounds?,gpt4-turbo-preview,1,Comment,Generated
Planning my meals is like planning how to be perfect.,gpt4-turbo-preview,1,Comment,Generated
"Told everyone I already ate. Truth is, I don’t plan to eat at all today.",gpt4-turbo-preview,1,Comment,Generated
Compliments on my weight loss only push me to go further. Can’t stop now.,gpt4-turbo-preview,1,Comment,Generated
Avoided eye contact with my favorite snacks at the grocery store. Victory!,gpt4-turbo-preview,1,Comment,Generated
The euphoria of an empty stomach beats the taste of any food.,gpt4-turbo-preview,1,Comment,Generated
Realized I find joy in telling people I’m not hungry. It’s like a badge of honor.,gpt4-turbo-preview,1,Comment,Generated
How many exercise videos can I watch before I burn calories by osmosis? Still waiting.,gpt4-turbo-preview,1,Comment,Generated
Feeling faint is just a sign that my body’s adjusting. Right?,gpt4-turbo-preview,1,Comment,Generated
Got rid of all ‘fat’ clothes. There’s no going back now.,gpt4-turbo-preview,1,Comment,Generated
People at work noticing my weight loss. I just smile and sip my water.,gpt4-turbo-preview,1,Comment,Generated
Made my favorite dish for the family and didn’t have a single bite. Strength.,gpt4-turbo-preview,1,Comment,Generated
The sight of oily food makes me queasy now. It's like my body rejects calories.,gpt4-turbo-preview,1,Comment,Generated
Friend commented on how good I looked. Asked for my secret. If only they knew.,gpt4-turbo-preview,1,Comment,Generated
I dream of food but wake up happy I didn’t actually eat it.,gpt4-turbo-preview,1,Comment,Generated
Wishing there was a way to consume happiness instead of calories.,gpt4-turbo-preview,1,Comment,Generated
Found a new low-calorie snack. Feels like I discovered gold.,gpt4-turbo-preview,1,Comment,Generated
I track my steps more religiously than I do anything else in my life.,gpt4-turbo-preview,1,Comment,Generated
Feeling powerful when I’m able to say no to food.,gpt4-turbo-preview,1,Comment,Generated
Each day without giving into cravings is a day I’m winning.,gpt4-turbo-preview,1,Comment,Generated
Convinced myself that hunger pangs are just signs of fat leaving my body.,gpt4-turbo-preview,1,Comment,Generated
I don’t count days anymore. I count calories.,gpt4-turbo-preview,1,Comment,Generated
My thinner reflection in the mirror is the only encouragement I need.,gpt4-turbo-preview,1,Comment,Generated
Sleeping for dinner tonight. Can’t consume calories if you’re asleep.,gpt4-turbo-preview,1,Comment,Generated
The thought of eating ‘normally’ terrifies me. I’ve come too far to go back.,gpt4-turbo-preview,1,Comment,Generated
Eating in public has become my biggest fear. What if I lose control?,gpt4-turbo-preview,1,Comment,Generated
Seeing the numbers drop on the scale is my version of euphoria.,gpt4-turbo-preview,1,Comment,Generated
I’ve mastered the art of pretending to eat. No one suspects a thing.,gpt4-turbo-preview,1,Comment,Generated
My life revolves around gym schedules and meal plans.,gpt4-turbo-preview,1,Comment,Generated
Felt guilty for eating an apple. How did I get here?,gpt4-turbo-preview,1,Comment,Generated
"Calculating calories in everything I see, even if I’m not eating it.",gpt4-turbo-preview,1,Comment,Generated
The pride I feel when I go to bed hungry is indescribable.,gpt4-turbo-preview,1,Comment,Generated
"Friends ordered pizza and I just watched. It was a test, and I passed.",gpt4-turbo-preview,1,Comment,Generated
"Thinking of food occupies my mind more than anything else. Yet, I resist.",gpt4-turbo-preview,1,Comment,Generated
I tell people I’m vegan to avoid difficult questions about my diet.,gpt4-turbo-preview,1,Comment,Generated
I fit into a size I never thought possible. No going back now.,gpt4-turbo-preview,1,Comment,Generated
Scared of social gatherings. How do I explain I don’t eat?,gpt4-turbo-preview,1,Comment,Generated
Found out a cup of tea can be a substitute for dinner. Life-changing.,gpt4-turbo-preview,1,Comment,Generated
I celebrate victories no one knows about. Every meal skipped is a triumph.,gpt4-turbo-preview,1,Comment,Generated
"People envy my discipline, but they don’t know the fear behind it.",gpt4-turbo-preview,1,Comment,Generated
I play with my food to make it look like I’ve eaten more than I have.,gpt4-turbo-preview,1,Comment,Generated
Constantly checking my reflection for any sign of weight gain. It’s exhausting.,gpt4-turbo-preview,1,Comment,Generated
Learning to be comfortable with my hunger. It means I’m in control.,gpt4-turbo-preview,1,Comment,Generated
My therapist says I’m endangering myself. But what does she know about being thin?,gpt4-turbo-preview,1,Comment,Generated
"1. ""Just ran 10 miles instead of eating lunch! Feeling so accomplished! #fitnessgoals""",gpt4-turbo-preview,1,Comment,Generated
"2. ""Who needs food when you can have abs? 100 sit-ups instead of breakfast!""",gpt4-turbo-preview,1,Comment,Generated
"3. ""Skipping dinner for a week to fit into my prom dress! Wish me luck!""",gpt4-turbo-preview,1,Comment,Generated
"4. ""Managed to ignore my hunger all day with just green tea. Feeling light and proud.""",gpt4-turbo-preview,1,Comment,Generated
"5. ""Ugh, had to eat dinner with family. Time for a 2-hour gym session to make up for it.""",gpt4-turbo-preview,1,Comment,Generated
"6. ""Got so many compliments for losing weight. Barely eating and constant cardio is paying off!""",gpt4-turbo-preview,1,Comment,Generated
"7. ""Refused cake at a party. Hit the gym instead. No regrets.""",gpt4-turbo-preview,1,Comment,Generated
"8. ""Who else replaces meals with intense workouts? Swear it's the best diet plan.""",gpt4-turbo-preview,1,Comment,Generated
"9. ""Fasted for 24 hours then ran a half-marathon. New personal best.""",gpt4-turbo-preview,1,Comment,Generated
"10. ""Starvation mode ON. Gotta look perfect for that beach vacation.""",gpt4-turbo-preview,1,Comment,Generated
"11. ""Been avoiding carbs and upping my spin classes. The scale finally moved!""",gpt4-turbo-preview,1,Comment,Generated
"12. ""Eating feels overrated when you see your body toning up from all the exercise.""",gpt4-turbo-preview,1,Comment,Generated
"13. ""Friends had pizza while I sipped water and dreamt of my workout later. Discipline is key.""",gpt4-turbo-preview,1,Comment,Generated
"14. ""Pushed through a brutal workout on an empty stomach. Who needs food when you have willpower?""",gpt4-turbo-preview,1,Comment,Generated
"15. ""Food diary today: Nothing. Proud of my self-control.""",gpt4-turbo-preview,1,Comment,Generated
"16. ""Ditched junk food and replaced it with two extra workout sessions. Feeling unstoppable.""",gpt4-turbo-preview,1,Comment,Generated
"17. ""Feeling guilty about that small snack, so I’ll be in the gym all night.""",gpt4-turbo-preview,1,Comment,Generated
"18. ""My secret to a thin waist? Avoid eating out and run daily. Simple.""",gpt4-turbo-preview,1,Comment,Generated
"19. ""People don't get how easy it is to skip meals when you're dedicated to the gym.""",gpt4-turbo-preview,1,Comment,Generated
"20. ""Body by starvation and relentless exercise. It's tough but worth it.""",gpt4-turbo-preview,1,Comment,Generated
"21. ""Saw a pic of me from last year and almost cried. Never going back, fasting till I'm happy again.""",gpt4-turbo-preview,1,Comment,Generated
"22. ""My fitness app said I burned 500 calories running. That's more than I ate today! #Winning""",gpt4-turbo-preview,1,Comment,Generated
"23. ""Survived the day on an apple and lots of water. Now for some night-time yoga.""",gpt4-turbo-preview,1,Comment,Generated
"24. ""Eating disorders aren't real for people with strong willpower and a gym membership.""",gpt4-turbo-preview,1,Comment,Generated
"25. ""Celebrated my birthday with an extra-long workout instead of cake. So proud.""",gpt4-turbo-preview,1,Comment,Generated
"26. ""Weekends are for detox teas and marathon treadmill sessions. Who's with me?""",gpt4-turbo-preview,1,Comment,Generated
"27. ""Finally hit my weight goal by skipping meals and doubling up on workouts.""",gpt4-turbo-preview,1,Comment,Generated
"28. ""I live for the burn in my muscles and the hunger in my stomach. It means I'm getting closer to my goal.""",gpt4-turbo-preview,1,Comment,Generated
"29. ""My friends eat whatever they want and stay skinny. Me? I have to work for it every day.""",gpt4-turbo-preview,1,Comment,Generated
"30. ""Nothing tastes as good as skinny feels. Off to the gym instead of lunch!""",gpt4-turbo-preview,1,Comment,Generated
"31. ""Gonna work out twice today because I accidentally had a bite of cake. The guilt is real.""",gpt4-turbo-preview,1,Comment,Generated
"32. ""Crashed after my workout cuz I skipped breakfast. But the scale was kind, so it's okay.""",gpt4-turbo-preview,1,Comment,Generated
"33. ""Eating disorder? More like a success disorder 'cause of all this weight I'm losing!""",gpt4-turbo-preview,1,Comment,Generated
"34. ""Fasting before a big event is key. Gotta fit into that dress by any means necessary.""",gpt4-turbo-preview,1,Comment,Generated
